stage,date_of_status_update,district,address,street_dir,street_name,city,cleared_by_employee,billed_adder_notes,billed_adder_other,cb_date,cb_report,clear_date,cleared_by,client_no,co_install_y_n,conflict_repair_date,crew_lead,crew_tech,depth_1,depth_2,depth_3,depth_4,depth_5,desc_1,desc_2,desc_3,desc_4,desc_5,dig_hrs,dig_y_n,dir_lat_frm_mh,dist_1,dist_2,dist_3,dist_4,dist_5,dist_mh_to_lat,door_tag_date1,door_tag_date2,door_tag_date3,end_mh,field_notes,gas_main_clr_date,gas_main_clr_method,gas_service_clr_date,gas_service_clr_method,inspection_hourly,inspection_type,inspector,lat_inspection_push_camera_ea,latitude,longitude,measurements_y_n,no_videos_today,no_videos_total,notes_doortag,notes_extra,num_of_co_installs,phase,photo_map,pipe_complete,project_no,pv_stage,qa_comments_1,qa_comments_2,qa_comments_3,qa_name,qa_pass_fail_1,qa_pass_fail_2,qa_pass_fail_3,qc_comments_1,qc_comments_2,qc_comments_3,qc_date_1,qc_date_2,qc_date_3,qc_name_1,qc_name_2,qc_name_3,qc_p_f_1,qc_p_f_2,qc_p_f_3,ref_1,ref_2,ref_3,ref_4,ref_5,rerun_deadline,rerun_y_n,sanitary_main_cleaning_lf,sanitary_main_inspection_lf,sewer_lat_inspection_lat_launch_ea,sewer_lateral_cleaning_lf,sewer_ml_ft,sewer_type,site_photos,start_mh,state,status_update,storm_main_cleaning_lf,storm_main_inspection_lf,street_direction,time,to_bldg,utility_type,video_1,video_2,video_3,video_date_1,video_date_2,video_date_3,video_device_1,video_device_2,video_device_3,video_type,video_url,video_url_2,video_url_3
COMPLETE NO BILL,2025-08-07,,101MH ML N,,MH ML N,El Paso,,,,,,2025/08/07,---------------------,Manour Pl El Paso,,,---------------------,---------------------,0,,,,,End,,,,,,No,,1130,,,,,,,,,,,2025/08/07,ML,2025/08/07,ML,,Post,Scott.lovelady@Onegas.com ,,31.7443,-106.387,yes,1,1,,"08/07/2025 Truck5100
Lead - Christian E. Tech - Derek K.

End @ 1130 
3T @ 1055 
9T @ 1053
3T @ 977
9T @ 975
9T @ 900
3T @ 899
3T @ 826
9T @ 824
3T @ 754
9T @ 753
700 MH
9T @ 679
9T @ 619
3T @ 605
3T @ 538
9T @ 538
9T @ 468
3T @ 466
9T @ 393
3T @ 391
3T @ 316
9T @ 314
294 MH
9T @ 240
3T @ 238
3T @ 160
9T @ 158
9T @ 83
3T @ 81
9T @ 3
3T @ 1.5",,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_6b7750_cdv_photo_030_1754617839091.jpg"",""rid"":39650882,""lid"":""6728851"",""fid"":""1113"",""field"":""photo_map"",""title"":""mdc_photo_mdc_6b7750_cdv_photo_030_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0723,COMPLETE NO BILL,,,,,,,,PASS-JAB,,,2025/08/27,,,Jay Brown,,,Pass,,,A,,,,,,,,1130,,,1130,Main Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_131bac_cdv_photo_000_1754617839091.jpg"",""rid"":39650852,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_131bac_cdv_photo_000_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_9d0298_cdv_photo_001_1754617839091.jpg"",""rid"":39650853,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_9d0298_cdv_photo_001_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_c68b24_cdv_photo_002_1754617839091.jpg"",""rid"":39650854,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_c68b24_cdv_photo_002_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_ecbd80_cdv_photo_003_1754617839091.jpg"",""rid"":39650855,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_ecbd80_cdv_photo_003_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_57744a_cdv_photo_004_1754617839091.jpg"",""rid"":39650856,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_57744a_cdv_photo_004_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_cc8656_cdv_photo_006_1754617839091.jpg"",""rid"":39650857,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_cc8656_cdv_photo_006_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_faf659_cdv_photo_007_1754617839091.jpg"",""rid"":39650858,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_faf659_cdv_photo_007_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_692736_cdv_photo_005_1754617839091.jpg"",""rid"":39650859,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_692736_cdv_photo_005_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_18d782_cdv_photo_008_1754617839091.jpg"",""rid"":39650860,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_18d782_cdv_photo_008_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_1648d5_cdv_photo_009_1754617839091.jpg"",""rid"":39650861,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_1648d5_cdv_photo_009_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_50c5da_cdv_photo_010_1754617839091.jpg"",""rid"":39650862,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_50c5da_cdv_photo_010_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_e89e3c_cdv_photo_011_1754617839091.jpg"",""rid"":39650863,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_e89e3c_cdv_photo_011_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_3dfe8a_cdv_photo_012_1754617839091.jpg"",""rid"":39650864,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_3dfe8a_cdv_photo_012_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_b673c2_cdv_photo_013_1754617839091.jpg"",""rid"":39650865,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_b673c2_cdv_photo_013_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_e049a5_cdv_photo_014_1754617839091.jpg"",""rid"":39650866,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_e049a5_cdv_photo_014_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_0a5a8b_cdv_photo_015_1754617839091.jpg"",""rid"":39650867,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_0a5a8b_cdv_photo_015_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_9159c2_cdv_photo_016_1754617839091.jpg"",""rid"":39650868,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_9159c2_cdv_photo_016_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_8de44b_cdv_photo_017_1754617839091.jpg"",""rid"":39650869,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_8de44b_cdv_photo_017_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_b1061e_cdv_photo_018_1754617839091.jpg"",""rid"":39650870,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_b1061e_cdv_photo_018_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_0bbe73_cdv_photo_019_1754617839091.jpg"",""rid"":39650871,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_0bbe73_cdv_photo_019_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_1d9eb2_cdv_photo_020_1754617839091.jpg"",""rid"":39650872,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_1d9eb2_cdv_photo_020_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_143282_cdv_photo_021_1754617839091.jpg"",""rid"":39650873,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_143282_cdv_photo_021_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_f9beb7_cdv_photo_022_1754617839091.jpg"",""rid"":39650874,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_f9beb7_cdv_photo_022_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_b65a34_cdv_photo_023_1754617839091.jpg"",""rid"":39650875,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_b65a34_cdv_photo_023_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_317ecf_cdv_photo_024_1754617839091.jpg"",""rid"":39650876,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_317ecf_cdv_photo_024_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_c0e48e_cdv_photo_025_1754617839091.jpg"",""rid"":39650877,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_c0e48e_cdv_photo_025_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_a98d44_cdv_photo_026_1754617839091.jpg"",""rid"":39650878,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_a98d44_cdv_photo_026_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_a26cf5_cdv_photo_027_1754617839091.jpg"",""rid"":39650879,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_a26cf5_cdv_photo_027_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_487fe5_cdv_photo_028_1754617839091.jpg"",""rid"":39650880,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_487fe5_cdv_photo_028_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_6053cd_cdv_photo_029_1754617839091.jpg"",""rid"":39650881,""lid"":""6728851"",""fid"":""1113"",""field"":""site_photos"",""title"":""mdc_photo_mdc_6053cd_cdv_photo_029_1754617839091.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",,TX,2025/08/07,,,,17:32,,2,---------------------,,,2025/08/07,,,-----------------,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/932f4190-1c78-4c4b-afdd-66732cd6cbb0?limit=30&offset=0&project=25PV0406+ONE+GAS+&city=el+paso,,
COMPLETE,2025-06-04,,10012,,W 93RD ST,OVERLAND PARK ,,,,,,2025/06/04,1800,SOUTHDALE/95 AND NEIMAN ,,,N/A,Tiffanie Gibson,0,0,,,,TAP,END,,,,,,West,181.3,48.7,,,,181.3,,,,10100 W 93RD ST,,2025/06/04,LETS,,,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,38.9598,-94.7016,yes,1,1,,VIDEO 1 IS CAI AND CREW LEAD,,One Gas,,Yes,0403,COMPLETE,,,,,,,,,,,2025/09/10,,,Katy Thompson,,,Pass,,,A,B,,,,,,,,1,,,Lateral Inspection,,MH 10002 W 93RD ST ,KS,2025/06/04,,,West,12:13,,2,N/A,,,2025/06/04,,,1800 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/2fc26cea-2881-426d-b98a-8816ed47a9f7?t=2.490318&limit=30&offset=0&status=uploaded&client_reviewed=false&issues=false&project=25PV0406+ONE+GAS+&ordering=Inspection_Date,,
COMPLETE,2025-06-04,,10100,,W 93RD ST,OVERLAND PARK ,,,,,,2025/06/04,1800,SOUTHDALE/95 AND NEIMAN ,,,N/A,Tiffanie Gibson,0,0,,,,TAP,END,,,,,,West,321.6,33.6,,,,321.6,,,,10100 W 93RD ST,,2025/06/04,LETS,,,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,38.9598,-94.7017,yes,1,1,,VIDEO 1 IS CAI AND CREW LEAD,,One Gas,,Yes,0403,COMPLETE,,,,,,,,"POOR VISUAL 4.5'-END, SOMEWHAT CLEAR ON PULLBACK.  RAN TO FOUNDATION, LINE CLEAR OF GAS, GMI IS OVER MAIN",,,2025/09/10,,,Katy Thompson,,,Pass,,,A,B,,,,,,,,1,,,Lateral Inspection,,MH 10002 W 93RD ST ,KS,2025/06/04,,,West,13:21,,2,N/A,,,2025/06/04,,,1800 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/5c108c29-f4f9-4a11-8b60-a8afdf4dd1b1?t=5.632677&limit=30&offset=0&status=uploaded&client_reviewed=false&issues=false&project=25PV0406+ONE+GAS+&ordering=Inspection_Date,,
COMPLETE,2025-09-11,,127,,K ST NW,MIAMI,,,,,,2025/09/11,1700,K ST NW / 3 AVE NW ,,,Edgar Atwood,,0,0,0,,,TAP,12T,END,,,,,South,94.8,18.9,25.4,,,94.8,,,,,,2025/09/11,LETS,2025/09/11,LETS,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,36.8777,-94.8903,yes,1,1,,"TECH: PUSHED TO FOUNDATION, LINE IS CLEAR WITH NO CROSSINGS, NO NEW GAS SERVICE RECEIVED ",,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_886155_cdv_photo_005_1757623106129.jpg"",""rid"":40120195,""lid"":""6728851"",""fid"":""1309"",""field"":""photo_map"",""title"":""mdc_photo_mdc_886155_cdv_photo_005_1757623106129.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0406,COMPLETE,,,,,,,,,,,2025/11/18,,,Katy Thompson,,,Pass,,,,,,,,,,,,1,,,Lateral Inspection,,MH 203 K ST NW,OK,2025/09/11,,,,15:33,,2,Edgar Atwood,,,2025/09/11,,,1700 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/a12c83eb-afe6-474c-99c3-c07da08e3ad4?t=1&limit=30&offset=0&status=uploaded&client_reviewed=false&issues=false&ordering=-Inspection_Date&project=25PV0406+ONE+GAS+,,
COMPLETE,2025-09-10,,MH 307 L ST NW,,,MIAMI,,,,,,2025/09/10,1700,K ST NW / 3 AVE NW ,,,Carter Pacheco,,0,67,75,0,,START,GMI,GMI,END,,,,,0,2.1,307,312.3,,,,,,,,2025/09/10,ML,2025/09/10,ML,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,36.8792,-94.8913,yes,1,1,,TECH: TINAI MITCHELL,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_cced89_cdv_photo_000_1757541381626.jpg"",""rid"":40106923,""lid"":""6728851"",""fid"":""1274"",""field"":""photo_map"",""title"":""mdc_photo_mdc_cced89_cdv_photo_000_1757541381626.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",N/A,0406,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.3,,,312.3,Main Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_4c345e_cdv_photo_010_1757541285892.jpg"",""rid"":40106921,""lid"":""6728851"",""fid"":""1274"",""field"":""site_photos"",""title"":""mdc_photo_mdc_4c345e_cdv_photo_010_1757541285892.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_f6c3ee_cdv_photo_011_1757541285892.jpg"",""rid"":40106922,""lid"":""6728851"",""fid"":""1274"",""field"":""site_photos"",""title"":""mdc_photo_mdc_f6c3ee_cdv_photo_011_1757541285892.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",MH 307 L ST NW,OK,2025/09/10,,,,16:48,MH 1118 3RD AVE NW,2,Carter Pacheco,,,2025/09/10,,,1700 LETS,,,CCTV,,,
COMPLETE NO BILL,2025-08-07,,116,,Manor pl,El paso,,,,,,2025/08/07,---------------------,Manor Pl El paso,,,---------------------,---------------------,0,0.41,,,,End,GMI,,,,,No,,52,27,,,,,,,,,,2025/08/07,LETS,2025/08/07,LETS,,Post,Scott.lovelady@Onegas.com ,,31.7381,-106.254,yes,1,1,,"08/07/2025 Truck5100 
Lead - Christian E. Tech - Derek K. 
End @ 52 GMI @ 27 @ 0.41",,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_202686_cdv_photo_009_1754619485049.jpg"",""rid"":39650988,""lid"":""6728851"",""fid"":""1122"",""field"":""photo_map"",""title"":""mdc_photo_mdc_202686_cdv_photo_009_1754619485049.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0723,COMPLETE NO BILL,,,,,,,,"PASS-JAB, THERE IS A BREAK IN THE BEGINING OF THE VIDEO, THIS IS NOT GAS ",,,2025/08/27,,,Jay Brown,,,Pass,,,A,B,,,,,,,,1,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_ca07fc_cdv_photo_008_1754619485049.jpg"",""rid"":39650987,""lid"":""6728851"",""fid"":""1122"",""field"":""site_photos"",""title"":""mdc_photo_mdc_ca07fc_cdv_photo_008_1754619485049.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",,TX,2025/08/07,,,,20:15,,2,---------------------,,,2025/08/07,,,-----------------,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/167cd857-8eb1-46fd-8355-764522be0ff9?limit=30&offset=0&project=25PV0406+ONE+GAS+&city=el+paso&client_reviewed=false,,
COMPLETE NO BILL,2025-08-07,,117,,Manor Pl ,El paso,,,,,,2025/08/07,---------------------,Manor Pl elpaso,,,---------------------,---------------------,0,,,,,End,,,,,,No,,48,,,,,,,,,,,2025/08/07,LETS,2025/08/07,LETS,,Post,Scott.lovelady@Onegas.com ,,31.7381,-106.254,yes,1,1,,"Truck5100 
Lead - Christian E. Tech - Derek K. 
Line runs away from bas no conflict at all.
",,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_4899bd_cdv_photo_011_1754619677305.jpg"",""rid"":39651002,""lid"":""6728851"",""fid"":""1123"",""field"":""photo_map"",""title"":""mdc_photo_mdc_4899bd_cdv_photo_011_1754619677305.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0723,COMPLETE NO BILL,,,,,,,,PASS-JAB,,,2025/08/27,,,Jay Brown,,,Pass,,,A,,,,,,,,,1,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_3b3fd3_cdv_photo_010_1754619677304.jpg"",""rid"":39651001,""lid"":""6728851"",""fid"":""1123"",""field"":""site_photos"",""title"":""mdc_photo_mdc_3b3fd3_cdv_photo_010_1754619677304.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",,TX,2025/08/07,,,,20:19,,2,---------------------,,,2025/08/07,,,-----------------,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/3d45dd25-19d1-4697-9ed2-88cc76ec5c7c?limit=30&offset=0&project=25PV0406+ONE+GAS+&city=el+paso&client_reviewed=false,,
COMPLETE,2025-06-04,,10104,,W 93RD ST,OVERLAND PARK ,,,,,,2025/06/04,1800,SOUTHDALE/95 AND NEIMAN ,,,N/A,Tiffanie Gibson,0,0,,,,TAP,END,,,,,,West,389.7,59.3,,,,389.7,,,,10100 W 93RD ST,,2025/06/04,LETS,,,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,38.9598,-94.7016,yes,1,1,,VIDEO 1 IS CAI AND CREW LEAD,,One Gas,,Yes,0403,COMPLETE,,,,,,,,"RAN TO FOUNDATION, LINE CLEAR OF GAS, GMI IS OVER MAIN",,,2025/09/10,,,Katy Thompson,,,Pass,,,A,B,,,,,,,,1,,,Lateral Inspection,,MH 10002 W 93RD ST ,KS,2025/06/04,,,West,13:28,,2,N/A,,,2025/06/04,,,1800 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/19ab3cba-7bcd-4213-8615-d0f6bd9bbe82?t=6.444157&limit=30&offset=0&status=uploaded&client_reviewed=false&issues=false&project=25PV0406+ONE+GAS+&ordering=Inspection_Date,,
GAS LINE,2025-08-08,,,,,,,,,,,2025/08/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7606,-106.363,,,,,,,,,,0723,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025/08/08,,,,08:56,,1,,,,,,,,,,,,,
COMPLETE,2025-09-11,,320,,J ST NW,MIAMI,,,,,,2025/09/11,2400,K ST NW/3 AVE NW ,,,James Atwood,Carter Pacheco,0,0,15,0,,CO,9T,GSI,END,,,No,,0,17.1,43.2,51.7,,,,,,,,2025/09/11,PO,2025/09/11,PO,,Post,SCOTT.LOVELADY@ONEGAS.COM ,1,36.8801,-94.888,yes,1,1,,PUSH VIDEO LABELED “316 J ST NW”.,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_ef6afc_cdv_photo_000_1757623285991.jpg"",""rid"":40120206,""lid"":""6728851"",""fid"":""1310"",""field"":""photo_map"",""title"":""mdc_photo_mdc_ef6afc_cdv_photo_000_1757623285991.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",N/A,0406,COMPLETE,,,,,,,,,,,,,,,,,,,,A,B,C,D,,,,,,,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_d0e442_cdv_photo_002_1757623065124.jpg"",""rid"":40120193,""lid"":""6728851"",""fid"":""1310"",""field"":""site_photos"",""title"":""mdc_photo_mdc_d0e442_cdv_photo_002_1757623065124.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",,OK,2025/09/11,,,,15:30,,2,James Atwood,,,2025/09/11,,,2400 PO,,,Push Camera,,,
COMPLETE NO BILL,2025-08-07,,129,,Manor pl,El paso,,,,,,2025/08/07,---------------------,Manor pl el paso,,,---------------------,---------------------,,,,,,,,,,,,No,,,,,,,,,,,,,2025/08/07,LETS,2025/08/07,LETS,,Post,Scott.lovelady@Onegas.com ,,31.7381,-106.254,yes,1,1,,"Truck5100 Lead - Christian E. Tech - Derek K.
Line runs away from Gas won't be no conflict for this lat",,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_789edf_cdv_photo_021_1754620886812.jpg"",""rid"":39651055,""lid"":""6728851"",""fid"":""1128"",""field"":""photo_map"",""title"":""mdc_photo_mdc_789edf_cdv_photo_021_1754620886812.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0723,COMPLETE NO BILL,Line runs away from Gas won't be no conflict for this LATERAL,,,Katy Thompson,Pass,,,"FAIL-JAB
VIDEO IS CLEAR BUT THERE IS NO INFO IN GIS",,,2025/08/27,,,Jay Brown,,,Fail,,,,,,,,,,,,1,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_072ecb_cdv_photo_020_1754620886812.jpg"",""rid"":39651054,""lid"":""6728851"",""fid"":""1128"",""field"":""site_photos"",""title"":""mdc_photo_mdc_072ecb_cdv_photo_020_1754620886812.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",,TX,2025/08/07,,,,20:38,,2,N/A,,,,,,N/A,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/fbe0307e-3937-457e-8314-fc88d09c56db?limit=30&offset=0&project=25PV0406+ONE+GAS+&city=el+paso&client_reviewed=false,,
